path	bytes	lines	sha256	upstream_v6.18
drivers/phy/mediatek/Makefile	912	25	65180d8b43232a369b2afe3aed0babd1b0a61ef0c40b8b455323bf6e703035af	different
drivers/phy/mediatek/phy-mtk-mipi-dsi-mt8173.c	9565	287	a7f2adddd02fa776330c4202974a70da8501d0342169717aaa49b03004f542e9	different
drivers/phy/mediatek/phy-mtk-mipi-dsi.c	5835	218	60358a733d9913a7fed9f6040b4ee63ec48047a49288acd60b901a946c423b28	different
drivers/phy/mediatek/phy-mtk-u2-mt6582.c	3624	123	09bebc1cf8b46c0f3eadb1315a76e565f3dbc031bd97a77b855a3d97d74e8e3b	absent
drivers/pinctrl/mediatek/Kconfig	6203	266	33263f887fc1f133dd9bb0d8eb7638bc435c6114586ef6ec4cf4b616ef157e74	different
drivers/power/supply/Kconfig	32362	1031	daab52e5b2f2e9ba76afd7d7202a49bca552f737371c1bdbc5cb63dfcc44995d	different
drivers/power/supply/Makefile	5936	120	beedbfd194fc4a5129e8eb5dd61ab667d70c60bada2b613672c7d03d409ec650	different
drivers/power/supply/mt6323-charge-policy.h	679	17	4783c0b6e1bfd85dd63e43beeff250c4e2820f5629842e5a308a112aa1d5861f	absent
drivers/power/supply/mt6323-charger.c	16151	465	54ce34b94d5c7cdcb0e43bbf00a1b37adb746fe43f6b72b9fb56913579b79f5e	absent
drivers/soc/mediatek/Kconfig	3274	102	26079685a916c0fd9d5b86ca7ca2914dc5d719b36a4f1454ba6319885470aef0	different
drivers/soc/mediatek/Makefile	538	12	e9e5192019ab014d45c3a69d7cee6893816b420e28e52649330eacdcf91add4c	different
drivers/soc/mediatek/mt6582-mfg-power.c	5707	174	b2ba684a59918aee605ca278f87d7a6d0abd1f20fd64b5b5d4050d8b39076915	absent
drivers/soc/mediatek/mt6582-spm.c	9245	292	676205105d44774885070849e991b99f775e1d4a9ea07273375b114c2425dcc5	absent
drivers/soc/mediatek/mtk-mmsys.c	16116	503	345d703128f6dbb317ccc935262f5728019c2c4fe9452cade5b611a28bf2e388	different
drivers/soc/mediatek/mtk-mutex.c	43596	1161	e75ac21db5970913b5fe1125e6dfd9fc713c3c1c960652ccb3e5b1fb8a5d52bd	different
drivers/soc/mediatek/mtk-pmic-wrap.c	72478	2653	32e3b9e55b63c175de76fbb03c25fb8a942c43455d2db19d3d54b31d2a083981	different
drivers/tty/vt/vt.c	119398	4934	304d90c4060280e49d1f5734db5e4d6a6378afc33ef8b4b995c165c6b62951b7	different
drivers/video/backlight/Kconfig	14628	505	3f42e8ead9ff3509397d548342e7c7106677709bb6f7be54cdb15faaa3c2abde	different
drivers/video/backlight/Makefile	2859	63	d329bdadc052b2f65614dd8f87836e477ab16eaec7b63bd0f15bba6a64b843b2	different
drivers/video/backlight/mt6323-backlight.c	6441	181	ca12902e8971a90014ad9b09539e8ff548a84f6cd99275bbdd5c4d7f31b6ce42	absent
include/dt-bindings/clock/mt6582-clk.h	4221	142	e9604d9c9aeb4c9900492b0a665fc4b9bbfa6a981bc3fad01bab245c1965234b	absent
include/net/bluetooth/hci.h	69243	2945	1aa4a22732380a4a6bb087356233f950159090ec2e70d9b24b17a2f93091ef30	different
net/bluetooth/hci_event.c	196095	7514	f51f6a39f92f6038c8fea02f9318c721eac7a702e7f4d9dffaac3bd71e562d66	different
sound/soc/codecs/Kconfig	61334	2607	fe335528dd1444915335a0037465b665037c1b59d1dd37ef34ea3b465a641109	different
sound/soc/codecs/Makefile	35717	824	769210b944a5f1b4e070f5573a3af313cc383a35e1d649eacad07ba288914f5a	different
sound/soc/codecs/aw87559.c	6443	228	dbe4751a07a647af89ba9cb939ff0bb41bcb8dcd39230d6bcbf82298046e6794	absent
sound/soc/mediatek/Kconfig	10427	343	593029f46cbb77dd9e8dc9dc2a14e9a2148b833ab82f50fac00ab2ee158e8eb3	different
sound/soc/mediatek/Makefile	517	13	e866fca116121e61408453e78d4dae451e2bb7bdc2ad80ad647ffe189808b454	different
sound/soc/mediatek/mt6582/Makefile	182	5	476c21f4322091a12d52133e7d0f9aee79f0bdfe734ee27a36b908d2acf8c13f	absent
sound/soc/mediatek/mt6582/mt6582-afe-common.h	5659	182	42e7e79fec90aaa024d0a09c6a85092b50b0535a30c205c4b5e8999e0fee1a76	absent
sound/soc/mediatek/mt6582/mt6582-afe-pcm.c	18958	706	492c9bff68eedcbac78b989b4bd0a0cd7f888c54927dfa19d750a5203c5502a5	absent
sound/soc/mediatek/mt6582/mt6582-cs43131.c	7376	245	5213fb162f5833f275b705a5fcfdc3fbe8ea717ee2987b8b0717b7b1e91203ef	absent
